pm_id,leaf_id,sample_id,sub_sample_id,tree_species,pm_class,pm_area,pm_ecd,pm_perimeter,pm_shape,pm_count,O Wt%,F Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,Ca Wt%,La Wt%,Ce Wt%,Pr Wt%,Nd Wt%,Sm Wt%,Gd Wt%,Dy Wt%,Fe Wt%,Br Wt%,W Wt%,K Wt%,Ti Wt%,Ru Wt%,S Wt%,Zn Wt%,B Wt%,Rb Wt%,In Wt%,Be Wt%,Mo Wt%,Mn Wt%,P Wt%,Te Wt%,Ni Wt%,notes
10,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,3.24060346,2.03127164,7.465475959,1.368608544,156,65.44035077,0,0,0,0,,0,1.18309455,9.701810032,0,0,0,0,0,23.67474586,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,21.6785197,5.253755662,19.02838788,1.329120951,769,47.51776457,0,0,0,0.170673279,45.73939741,0,1.802252978,4.769911617,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,6,0,53.18763256,0,0,0.555423973,,0.161588541,32.93837607,0,0,4.590229318,1.457709074,1.757790893,2.564948983,2.786307037,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.446979788,0.754395348,2.164064479,0.83376305,19,12.31061593,0,0,0,0.012935148,,1.642942429,4.563885927,18.64433736,25.28615594,23.92290682,0,3.460808471,5.611466616,4.543952271,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.446979788,0.754395348,2.79790429,1.393695698,31,42.24019349,47.52324224,0,0,0.036261827,,1.6081037,0.630907575,0,0,0,0,0,7.961285859,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.229194416,1.251023157,5.487058862,1.949165857,51,36.6042614,0,0,0,1.505479123,,0.978516415,0,5.213486776,5.398702249,19.55672503,7.582741976,6.138409302,10.73483825,6.286840886,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,6.034227133,2.771825501,10.0008352,1.318988547,225,43.55771244,0,0,0,0,,0,17.28686243,9.540605545,0,16.49308056,13.12173605,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,4.69328777,2.444520318,8.995700627,1.372091076,171,90.77355266,0,0,0,0.642762659,,0,0,1.923139393,6.660548598,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.005704522,1.131593022,3.431744101,0.931857543,49,61.01466417,8.373469859,0,0,0,,0,1.415882632,0,2.934946865,1.19397724,0,0,0,25.06705523,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.446979788,0.754395348,2.426609525,1.048339735,29,39.30880725,27.14447975,0,0,9.769319743,,0.066855678,0.060679769,0,0,9.304790944,0,4.112024605,7.911071926,2.321961336,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.45268431,1.360005555,4.776321387,1.249700586,56,48.68238866,8.762288839,0,0,24.67592657,,0,3.66349481,0,0,0,7.926689088,4.181918502,0,2.107295208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,7.375166496,3.06436839,9.738290157,1.023254652,311,40.91859758,6.293727458,0,0,9.090592712,26.33315027,0.302086188,1.346107107,0,0,4.812845588,10.14157385,0,0.76132277,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.893959575,1.066876133,3.431744101,1.048339735,40,34.61047709,2.978417464,0,0,1.706240512,,0,1.298821159,1.2351376,1.124262903,0,0,41.45038724,11.3607429,4.235515743,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,6.369461974,2.847779989,11.08286744,1.534587529,222,62.10811138,0,0,0,18.23909134,,2.404480986,0,0,3.695755079,1.110671926,0,12.44188398,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.78791915,1.508790696,4.96196877,1.095847984,70,34.32915509,23.08360338,0,0,9.089656174,,9.070250392,0.009969238,0,5.788240209,2.192531154,0,7.917188108,8.519408107,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.117449469,1.192803778,3.694289147,0.971905435,60,82.36194253,0,0,0,6.065032259,,2.297338098,0.324608712,0,0,3.8531214,0,1.340217609,2.842942439,0.91480799,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,6,70.919168,0,0,0,0,,26.90959871,0.054873759,0.192381372,0.205844874,0.231209048,0.262142206,0.318397814,0.398259237,0.508119306,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.681878726,1.847883667,6.569091101,1.280446892,124,9.552025795,13.71927261,0,0,0,,0,0,0.444637798,0,0,0,2.614635229,7.898706943,16.24094397,49.52977896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,3.24060346,2.03127164,6.492193438,1.0350162,122,46.08078897,0,0,0,9.166920185,,1.848154888,0,16.87846035,0,0,0,0,0.219444581,25.80622733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.45268431,1.360005555,6.044001009,2.001096105,55,27.33389139,4.446039349,0,0,9.560378641,,0,0,0,3.350136802,23.95363003,0,22.59685248,0,8.759072423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,25,0,18.85742247,0,0,1.15146786,,9.530862421,0,0,0,0,0,1.693327166,16.31535739,52.45156884,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.234898938,1.68687928,5.672706244,1.145810601,98,41.51003957,0,0,0,17.18185097,,6.513799727,0,0,0.528305257,14.17793334,8.702705055,0,0,11.38536483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.676174204,1.46088031,5.224513816,1.295873913,68,78.72149944,0,0,0,0.56066243,,1.328690629,16.31485671,0.930611137,0.842220057,0,0,0,1.301462203,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.446979788,0.754395348,2.612256908,1.214881794,21,23.50077033,31.40402138,0,0,0.292067067,,0,0.076348352,1.368810236,2.090028487,0,0,0,0,41.26795828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,11.06274974,3.75306947,19.25908088,2.668075788,328,56.74530268,17.91731566,0,0,0.621710019,,0,12.65626103,0,0,0,0,0,0,12.05940992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.011409044,1.600314199,5.038866433,1.004512697,88,38.49028051,0,0,0,17.48577207,,0,0,10.62614992,0,0,1.00232577,0.641791802,0,31.75367713,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.893959575,1.066876133,3.694289147,1.214881794,50,34.92192924,23.76235723,0,0,1.46769844,,2.935131453,18.86539459,0.437948899,3.6027316,0,0,0,14.00681287,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.90536862,1.923338301,8.995700627,2.216454816,110,50.77670813,1.149448566,0,0,3.370561078,,3.64132598,2.678097971,1.852992922,1.507832855,1.744085178,3.295442834,0,29.98350263,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.676174204,1.46088031,8.067463714,3.089904273,112,57.51819015,24.99538213,0,0,6.962168217,,5.062386021,5.461865291,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.229194416,1.251023157,4.142481576,1.110940318,60,5.619751289,0,0,0,10.32106653,,4.528598487,6.422846764,11.78856269,16.21851772,38.41587901,0.717230048,5.581694841,0.385854789,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,17.8791915,4.771215113,16.94122107,1.277414022,611,52.75948048,0,0,0,6.887436658,29.72972989,0.449961983,0.221041264,0.374471117,2.959760837,0,0,0,3.039522655,3.578588367,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,26.37180747,5.794620621,20.26421545,1.239109904,1144,48.84738624,0.706847524,0,0,1.636139676,40.56098461,0,0.994113553,2.033237554,0.935040414,1.380726136,2.702818066,0.202707225,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,2.164064479,1.111684066,21,24.19137359,74.71727729,0,0,0.304375961,,0.03868801,0.069646834,0.678636972,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,2.164064479,1.111684066,34,43.58561337,9.858204424,0,0,12.03054041,,0.00812415,7.827612013,0,0,1.470050029,0,0,16.75292552,8.466932923,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.346643885,1.728536893,5.672706244,1.091248192,113,59.69827771,5.305814743,0,0,17.77772009,,0,1.543996111,0,0,0,0,2.336142957,0,13.3380428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,2.164064479,1.111684066,24,77.96344161,0,0,0,14.15925622,,0,0.065149768,3.045224026,4.766924679,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,14.86207794,4.350055787,23.21591507,2.88590622,628,49.33867157,0,0,0,6.038676575,22.54704088,0.047432195,1.977550238,0,3.307951242,2.911984175,3.890643641,1.392902993,5.160952732,3.386192769,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,2.681878726,1.847883667,8.09931577,1.94646977,149,74.15587306,9.779185802,0,0,5.790307373,,1.020414382,1.195003185,4.490657523,3.568556532,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,6.48120692,2.872651902,14.70025893,2.65328693,229,45.35746574,16.71267301,0,0,15.39219916,,0.801004004,0,0,0,0.905965921,1.989376545,0,18.84132326,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.45268431,1.360005555,4.776321387,1.249700586,60,44.28726733,0,0,0,0,,9.99378562,19.89897043,24.0115881,1.808401197,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.899664097,1.555225852,5.410161198,1.226122132,114,26.88753307,6.774050742,0,0,1.258018892,,5.766993389,0,2.533469908,12.66335845,8.920375258,33.48567486,1.574723236,0,0.135796133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,7.93389123,3.178324096,14.59150921,2.135523332,249,52.77175903,0.516281324,0,0,0.972135551,41.02612734,0,0.800623838,2.638344467,0,0,0,0,1.274738088,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.117449469,1.192803778,3.956834194,1.114956559,34,47.13499844,0,0,0,7.419732958,,0,3.220663592,15.48655927,11.86648831,0,0,0,13.15465122,1.716909744,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.340939363,1.306651072,4.590674005,1.250644575,46,21.30196095,0,0,0,0,,1.690579206,16.62513167,9.975607693,42.59745181,7.042437792,0,0,0,0.766836386,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,7,2.4068119,79.2145431,0,0,2.165155858,,0.236868905,0,1.438515726,1.543406677,1.73297096,1.971587352,2.40672566,3.020747565,3.862674162,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,16,0,13.20854276,0,0,0,,0,0.060776365,0,0,0,0,0,56.82140589,29.909271,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.229194416,1.251023157,4.590674005,1.364339536,51,80.94047904,0,0,0,0,,3.765940294,13.11183125,0,0,0,0,2.181741782,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.670469681,0.923941834,2.79790429,0.929130466,28,35.99802852,19.7528258,0,0,2.774866484,,0.008831582,0,0,0,11.98421866,15.01639932,8.807469904,4.223840311,1.433529891,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,1.978417097,0.929130466,20,34.13237035,3.727610782,0,0,3.080916591,,0,12.05484122,0,0.27413948,28.21282148,18.51730198,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.893959575,1.066876133,3.322994383,0.982950097,52,62.95144558,0,0,0,0,,1.516523864,5.596332997,6.383231282,16.65446311,0,0,6.897997111,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.670469681,0.923941834,2.79790429,0.929130466,16,31.58684373,63.05862665,0,0,0.501575787,,0.067210762,0,0.429637544,0.461305445,0.519180065,0.590644032,0.721190078,0.905350223,1.158423722,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,21,71.67794108,0,0,0,22.7372095,,0.025087642,0.043869612,0,0,0,0,5.515892059,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.446979788,0.754395348,2.426609525,1.048339735,23,81.84694052,0,0,0,0,,0.544535229,13.31220865,0,0,1.163430233,0.518760923,0.630688388,0.974999648,1.00843003,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,3.24060346,2.03127164,6.940385866,1.182854913,94,29.3648243,15.55301696,0,0,0,,0.851217099,6.244528666,0,0.088898157,10.65137684,9.203196317,0,0,28.04294825,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.564429257,1.411344463,5.038866433,1.291516324,86,14.89272565,15.54878056,0,0,0,,0,0.093170273,2.317332849,9.934787452,10.42341217,16.96788669,0,10.06208211,19.75981444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,37.43455721,6.903850997,22.7995747,1.105022006,1551,53.54756117,0,0,0,0.231880322,42.19476283,0,0.118270901,0.829942431,1.112466771,0.11784907,0,1.847271435,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,6.816441761,2.946008012,15.93608649,2.964802471,235,55.2905798,0.139763812,0,0,5.175439641,,4.507734999,4.83232066,18.31873506,11.73542589,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.78791915,1.508790696,4.776321387,1.015381726,97,44.31197047,0,0,0,2.029684559,,0.914783124,16.91568047,6.127495691,25.31920969,4.381186515,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,2.317859807,1.275308684,18,33.90468657,2.291526832,0,0,14.1621694,,0.047634257,0.040489665,0.154676463,6.608710438,0.603975495,0,0,42.18612909,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,7,18.16165149,0,0,0,0,,0.011580329,0.017569058,0,0,36.91036999,20.66738755,13.53408396,6.184386462,4.512982443,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,4,93.4856832,0,0,0,0,,0.08640805,0.156031898,0.561558967,0.60344683,0.679241307,0.773458462,0.94559798,1.187870651,1.520697027,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.117449469,1.192803778,3.694289147,0.971905435,43,77.6853323,0,0,0,0,,0.015850106,18.12868565,0,0,0,3.882299736,0,0,0.287827011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.893959575,1.066876133,3.508641765,1.095847984,21,0,47.62434065,0,0,47.76874483,,0.068853563,0.114928023,0.401965948,0.430110004,0.482928939,0.547681004,0.665472867,0.83259251,1.062370837,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,3.575838301,2.133752265,9.706438101,2.096679471,128,49.55155253,0,0,0,0,,0,9.119393677,0,0,0.279450417,20.37865967,8.581981808,12.08895743,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,3.687583248,2.166835669,7.913668387,1.351462495,156,50.43581128,0,0,0,12.82496303,,0.84245801,3.188565373,3.951999918,6.012623012,8.0353342,0,0,0,14.70824331,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,14.63858804,4.317224708,18.91963817,1.945882443,491,48.92753959,0,0,0,1.795022562,25.42573512,0,5.583675206,0,0,0,0.034863787,8.110667765,8.403370529,1.719122753,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,5.363757451,2.613302144,8.656257917,1.111684066,247,40.78651965,17.28990972,0,0,6.012541056,,0,0,0,0,0,0,0,1.403395925,34.50763524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.893959575,1.066876133,4.96196877,2.191695967,48,26.95100605,46.46347165,0,0,9.012179077,,0.050628587,0,1.583344676,0,0,0,0.141357759,0,15.79802334,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.670469681,0.923941834,2.874801954,0.980904789,28,0,35.9624356,0,0,58.40758681,,0,0.308681303,0.484802015,0.51838872,0.581652671,0.659288466,0.800372008,1.000691578,1.276090369,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,57.43690271,8.551662754,29.63121084,1.216460247,1981,51.00705624,0,0,0,4.433186352,34.66053903,0.298190559,0.114747125,0,0,0,1.963592507,0,0.877190102,6.64550215,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.899664097,1.555225852,4.96196877,1.031386338,57,11.39040291,62.3065114,0,0,1.154551934,,0,14.17639405,7.060489804,0,0,0.717468932,0,3.194182739,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,1.676174204,1.46088031,5.038866433,1.205415236,70,62.64616847,0,0,0,4.332055897,,3.039892949,8.18317011,14.1357705,4.303232953,0,0,1.487073582,1.657081023,0.215541385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,13,0,23.54036123,0,0,11.25620678,,0.048897433,0,50.83547831,0,0,12.67014146,1.648914441,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM10,24.58388832,5.59474564,26.30821646,2.240383547,732,47.82435,4.084586352,0,0,8.414109796,23.83613884,1.440108474,0.377123524,0,0.823867414,1.601606235,0,0,7.751727104,3.846374154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.670469681,0.923941834,2.874801954,0.980904789,44,39.01446164,7.013937831,0,0,13.91216367,,0,4.452503473,3.54283452,11.26009971,0.691800145,0,0,20.11219263,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,4.134563035,2.294403878,8.208065488,1.296707862,193,49.34096634,11.80992648,0,0,19.84019428,,0.3251357,0.806652289,0,0,0,0,1.390397176,2.9534325,13.53328973,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.782214628,0.997971241,3.246096719,1.071981064,20,22.27202654,0,0,0,0,,0,5.514602363,6.354383379,0,0,0,46.24954164,17.13898778,2.470462024,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,BU03,7C,BU03_03,Betula utilis var. jaquemontii,PM2.5,0.335234841,0.653325536,1.978417097,0.929130466,55,53.11902761,0,0,0,17.80169308,,0,10.09151712,0,0,4.965432361,0,0,0,14.02232945,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CA01,6A,CA01_01,Corylus avellana,PM10,6.704696814,2.92176062,10.44902763,1.295873913,217,55.58956265,0,0,,11.8474558,25.53836107,0.696075521,0.391423143,3.07610929,0,0,2.860995941,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,CA01,6A,CA01_01,Corylus avellana,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,16,58.70622993,23.63900244,0,,16.81909114,,0.011386009,0.020219688,0.072405877,0.077669998,0.087449903,0.099350396,0.121087232,0.151878677,0.194230617,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,CA01,6A,CA01_01,Corylus avellana,PM2.5,1.564429257,1.411344463,5.224513816,1.388436336,98,53.06813121,0,0,,0,,3.333475068,27.42809653,0,0,0,0.39514699,0,15.77515453,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,CA01,6A,CA01_01,Corylus avellana,PM10,30.7298604,6.255115783,35.70706391,3.301701677,1031,45.26518285,0,0,4.662785307,0.622168649,19.07168031,0.242888951,0.542660616,0,0,1.930744015,4.704675823,0,0.956183299,0,11.06103137,10.94000936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,CA01,6A,CA01_01,Corylus avellana,PM2.5,1.564429257,1.411344463,4.405026622,0.987032111,67,62.94181347,0,0,,15.47135562,,2.040321194,6.496214122,1.536973752,0.768723665,2.069764398,7.054118067,1.620710827,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,CA01,6A,CA01_01,Corylus avellana,PM2.5,0.335234841,0.653325536,1.978417097,0.929130466,19,32.7429682,23.6567989,0,,0.968678668,,0.006947677,37.74551749,0,0,0,0.123380357,1.439230889,3.316485509,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,CA01,6A,CA01_01,Corylus avellana,PM2.5,0.223489894,0.533438066,1.530224668,0.83376305,20,66.3418889,27.43825912,0,,2.512933314,,1.38779711,0,1.744490117,0,0,0.26308368,0.119534822,0,0.192007236,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,CA01,6A,CA01_01,Corylus avellana,PM2.5,0.558724735,0.84343964,3.246096719,1.50077349,40,66.36510491,5.756062269,0,,0,,0,16.97860807,0,0,0.453067711,0,0.723259803,7.270385325,2.453508042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,CA01,6A,CA01_01,Corylus avellana,PM2.5,1.117449469,1.192803778,4.065583912,1.177085747,86,56.23005629,0,0,,4.49931249,,0.029975412,22.86957651,0,0,6.495498121,9.875564277,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CA01,6A,CA01_01,Corylus avellana,PM10,6.816441761,2.946008012,9.552642774,1.065318533,246,61.79115176,4.911919311,0,,0.686684716,,0.288340356,19.26676631,4.006242007,3.284332156,1.664247364,0,0,0,4.100312665,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
