record_no,light,dur__sec_,date,time,tree_species,scaled,scale,offset,t_for_fm,area,fo,fm,fv,f1,f2,f3,f4,f5,fo_fm,fv_fm,pi_inst_,fv_fo,vj,vi,dvg_dto,dv_dto,sm,n,sm_t_fm_,abs_rc,dio_rc,tro_rc,eto_rc,reo_rc,phi_po_,psi_eo_,phi_eo_,delta_ro_,phi_ro_,abs_cso,dio_cso,tro_cso,eto_cso,reo_cso,abs_csm,dio_csm,tro_csm,eto_csm,reo_csm,gamma_rc____1_gamma_rc__,phi_po____1_phi_po__,psi_eo___1_psi_eo__,pi_abs,dro__1_dro_,pi_total,df_abs,df_total,kp___abs___kf,kn___abs___kf,origin_to_f1,f1_to_f3,f1_to_f4,f1_to_f5,f3_to_f4,f4_to_f5,f5_to_fm
48,3500,1,29/06/2023,08:45:41,Metasequoia glyptostroboides, NO,-,-,400,1271560,6297,35965,29668,6753,7204,9347,18890,27378,0.1751,0.825,5.4396,4.711,0.4245,0.7106,0.152,0.3427,42.8993,34.6337,0.1072,0.9787,0.1714,0.8073,0.4646,0.234,0.8249,0.5755,0.4748,0.5029,0.2388,6297,1102.52215,5194.47785,2989.60865,1503.47112,35965,6297,29668,17075,8587,1.0218,4.711,1.3559,6.527,1.0117,6.6036,0.8147,0.8198,1e-4,0,1175,6996,41630,360145,34635,318515,911415
49,3500,1,29/06/2023,08:45:56,Metasequoia glyptostroboides, NO,-,-,500,803713,6666,41459,34793,7154,7611,9892,21881,35775,0.1608,0.839,6.6457,5.219,0.4373,0.8366,0.1313,0.3091,23.1395,16.354,0.0463,0.8422,0.1354,0.7068,0.3977,0.115,0.8392,0.5627,0.4722,0.2903,0.1371,6666,1071.79517,5594.20483,3147.85566,913.904,41459,6666,34793,19578,5684,1.1874,5.219,1.2868,7.975,0.4091,3.2625,0.9017,0.5136,1e-4,0,1380,8256,49112,352858,40856,303746,450855
50,3500,1,29/06/2023,08:46:07,Metasequoia glyptostroboides, NO,-,-,600,928882,6949,43411,36462,7464,7936,10310,22128,36862,0.1601,0.84,6.9769,5.247,0.4163,0.8204,0.1294,0.3073,25.515,18.8321,0.0425,0.8787,0.1407,0.7381,0.4308,0.133,0.8399,0.5837,0.4903,0.3077,0.1509,6949,1112.35864,5836.64136,3406.86847,1048.32879,43411,6949,36462,21283,6549,1.138,5.247,1.4021,8.372,0.4445,3.7213,0.9228,0.5707,1e-4,0,1445,8648,52282,389512,43634,337230,539370
51,3500,1,29/06/2023,08:46:17,Metasequoia glyptostroboides, NO,-,-,290,836572,8313,47787,39474,8905,9451,12197,25931,41946,0.174,0.826,5.5181,4.748,0.4463,0.852,0.1383,0.328,21.2326,15.6029,0.0732,0.8896,0.1548,0.7349,0.4069,0.109,0.826,0.5537,0.4574,0.2672,0.1222,8313,1446.12487,6866.87513,3802.05763,1016.09712,47787,8313,39474,21856,5841,1.1241,4.748,1.2405,6.622,0.3647,2.4151,0.821,0.3829,1e-4,0,1565,9335,54926,384197,45591,329271,452375
52,3500,1,29/06/2023,08:46:28,Metasequoia glyptostroboides, NO,-,-,300,798627,7458,46055,38597,8093,8689,11711,25776,40357,0.1619,0.838,5.1701,5.175,0.4746,0.8524,0.1544,0.3673,20.731,16.0441,0.0691,0.9235,0.1495,0.7739,0.4066,0.114,0.8381,0.5254,0.4403,0.281,0.1237,7458,1207.72476,6250.27524,3283.91666,922.716,46055,7458,38597,20279,5698,1.0829,5.175,1.1071,6.204,0.3908,2.4245,0.7927,0.3846,1e-4,0,1528,9069,51911,361307,42842,309396,437320
53,3500,1,29/06/2023,08:46:38,Metasequoia glyptostroboides, NO,-,-,500,736681,6479,35197,28718,6872,7252,8993,17601,30121,0.1841,0.816,6.3282,4.432,0.3873,0.8232,0.1323,0.2918,25.6919,19.3579,0.0514,0.9234,0.17,0.7535,0.4617,0.133,0.8159,0.6127,0.4999,0.2885,0.1442,6479,1192.64258,5286.35742,3239.0398,934.3809,35197,6479,28718,17596,5076,1.0829,4.432,1.5821,7.594,0.4054,3.0788,0.8805,0.4884,1e-4,0,1139,6823,42249,316831,35425,274582,419850
54,3500,1,29/06/2023,08:46:49,Metasequoia glyptostroboides, NO,-,-,300,752845,7033,40818,33785,7537,8009,10348,22130,35412,0.1723,0.828,5.6037,4.804,0.4469,0.84,0.1397,0.3271,22.323,16.339,0.0744,0.8843,0.1524,0.7319,0.4049,0.117,0.8277,0.5531,0.4578,0.2893,0.1324,7033,1211.796,5821.204,3219.96923,931.4616,40818,7033,33785,18688,5406,1.1308,4.804,1.2379,6.724,0.407,2.737,0.8277,0.4373,1e-4,0,1339,7989,47077,337795,39087,290718,415050
55,3500,1,29/06/2023,08:46:59,Metasequoia glyptostroboides, NO,-,-,400,902295,9011,48736,39725,9686,10290,13364,27583,42751,0.1849,0.815,4.3654,4.409,0.4675,0.8493,0.152,0.3653,22.7531,17.7766,0.0569,0.9585,0.1772,0.7813,0.416,0.118,0.8151,0.5325,0.434,0.2829,0.1228,9011,1666.08095,7344.91905,3911.06539,1106.59133,48736,9011,39725,21153,5985,1.0433,4.409,1.139,5.239,0.3946,2.067,0.7192,0.3153,1e-4,0,1572,9326,53844,381624,44518,327781,520670
56,3500,1,29/06/2023,08:47:08,Metasequoia glyptostroboides, NO,-,-,300,928872,8499,49476,40977,9113,9660,12377,26132,42978,0.1718,0.828,6.0093,4.821,0.4303,0.8414,0.1335,0.3155,22.7078,16.647,0.0757,0.8851,0.1521,0.7331,0.4176,0.116,0.8282,0.5697,0.4718,0.2784,0.1313,8499,1459.96041,7039.03959,4010.03832,1116.22811,49476,8499,40977,23344,6498,1.1298,4.821,1.3239,7.211,0.3857,2.7816,0.858,0.4443,1e-4,0,1624,9708,57951,417242,48243,359291,511630
57,3500,1,29/06/2023,08:47:17,Metasequoia glyptostroboides, NO,-,-,400,876275,7150,43544,36394,7777,8341,11188,24200,37709,0.1642,0.836,5.095,5.09,0.4685,0.8397,0.155,0.3698,24.117,19.039,0.0603,0.9445,0.1551,0.7894,0.4196,0.127,0.8358,0.5315,0.4442,0.3016,0.134,7150,1174.04235,5975.95765,3176.31821,958.1171,43544,7150,36394,19344,5835,1.0587,5.09,1.1345,6.114,0.4319,2.6409,0.7863,0.4217,1e-4,0,1440,8539,49198,352280,40659,303083,523995
58,3500,1,29/06/2023,08:47:27,Metasequoia glyptostroboides, NO,-,-,400,888108,6567,40934,34367,7172,7731,10520,23009,35020,0.1604,0.84,4.9809,5.233,0.4784,0.8279,0.1627,0.3834,25.8815,20.7415,0.0647,0.9545,0.15310000000000001,0.8014,0.418,0.138,0.8396,0.5216,0.4379,0.3299,0.1445,6567,1053.53713,5513.46287,2875.68952,948.777,40934,6567,34367,17925,5914,1.0476,5.233,1.0902,5.977,0.4924,2.943,0.7765,0.4688,1e-4,0,1359,8047,45965,337593,37918,291628,550515
59,3500,1,29/06/2023,08:47:38,Metasequoia glyptostroboides, NO,-,-,300,733157,8951,48535,39584,9647,10299,13405,27362,43538,0.1844,0.816,4.2863,4.422,0.4651,0.8738,0.1647,0.3751,18.5611,14.9677,0.0619,0.9888,0.1823,0.8064,0.4313,0.102,0.8156,0.5349,0.4362,0.236,0.103,8951,1650.77575,7300.22425,3904.80113,921.5648,48535,8951,39584,21173,4997,1.0114,4.422,1.15,5.144,0.3089,1.5889,0.7113,0.2011,1e-4,0,1566,9276,53597,356622,44321,303025,376535
60,3500,1,29/06/2023,08:47:52,Metasequoia glyptostroboides, NO,-,-,290,850151,6785,42374,35589,7353,7900,10560,22998,36169,0.1601,0.84,5.6529,5.245,0.4556,0.8256,0.1537,0.3536,23.9276,18.5709,0.0825,0.9241,0.148,0.7761,0.4226,0.135,0.8399,0.5444,0.4573,0.3202,0.1464,6785,1086.42623,5698.57377,3102.51947,993.5556,42374,6785,35589,19376,6205,1.0821,5.245,1.1951,6.783,0.4711,3.1958,0.8315,0.5046,1e-4,0,1409,8382,48881,361906,40499,313025,488245
61,3500,1,29/06/2023,08:48:16,Sorbus hibernica, NO,-,-,600,1048120,6116,37975,31859,6644,7111,9498,19679,31399,0.1611,0.839,5.9105,5.209,0.4257,0.7936,0.1466,0.3539,32.9383,27.3777,0.0549,0.9907,0.1596,0.8312,0.4773,0.172,0.8389,0.5743,0.4818,0.3594,0.1732,6116,985.0021,5130.99787,2946.63163,1059.08666,37975,6116,31859,18296,6576,1.0093,5.209,1.349,7.093,0.5611,3.9796,0.8508,0.5998,1e-4,0,1261,7494,44574,350630,37080,306056,697490
62,3500,1,29/06/2023,08:48:26,Sorbus hibernica, NO,-,-,600,902063,5486,34258,28772,5921,6313,8268,17836,28692,0.1601,0.84,6.5003,5.245,0.4292,0.8065,0.1362,0.3223,31.3918,23.5714,0.0523,0.894,0.1432,0.7509,0.4286,0.145,0.8399,0.5708,0.4794,0.3389,0.1625,5486,878.5159,4607.48415,2629.78259,891.3269,34258,5486,28772,16422,5566,1.1185,5.245,1.3297,7.8,0.5127,3.9993,0.8921,0.602,2e-4,0,1140,6805,40623,305333,33818,264711,596730
63,3500,1,29/06/2023,08:48:36,Sorbus hibernica, NO,-,-,500,1006842,6321,40462,34141,6939,7529,10388,21482,34540,0.1562,0.844,5.3172,5.401,0.4441,0.8265,0.1728,0.3971,29.5302,26.4054,0.0591,1.0597,0.1656,0.8942,0.4971,0.155,0.8438,0.5559,0.4691,0.312,0.1464,6321,987.4707,5333.52926,2965.06797,925.1387,40462,6321,34141,18980,5922,0.9436,5.401,1.2519,6.381,0.4535,2.8937,0.8049,0.4615,1e-4,0,1349,7969,46433,351472,38465,305039,655370
64,3500,1,29/06/2023,08:48:47,Sorbus hibernica, NO,-,-,700,1210456,8085,37237,29152,8921,9728,13199,22764,29460,0.2171,0.783,1.9972,3.606,0.5035,0.7332,0.2768,0.5848,41.5615,48.2652,0.0594,1.4834,0.3221,1.1613,0.5765,0.31,0.7829,0.4965,0.3887,0.5373,0.2089,8085,1755.43747,6329.56253,3142.41762,1688.56366,37237,8085,29152,14473,7777,0.6741,3.606,0.986,2.397,1.1614,2.7835,0.3796,0.4446,1e-4,0,1145,6550,35952,321311,29403,285359,889145
65,3500,1,29/06/2023,08:48:57,Sorbus hibernica, NO,-,-,400,1296589,6800,42502,35702,7515,8180,11360,22917,34300,0.16,0.84,4.7355,5.25,0.4514,0.7703,0.1863,0.4257,36.3565,34.2879,0.0909,1.1227,0.1796,0.9431,0.5174,0.217,0.84,0.5486,0.4608,0.4188,0.193,6800,1087.9488,5712.0512,3133.4525400000002,1312.25825,42502,6800,35702,19585,8202,0.8907,5.25,1.2152,5.683,0.7205,4.0946,0.7545,0.6122,1e-4,0,1410,8286,47826,402064,39540,354238,894525
66,3500,1,29/06/2023,08:49:08,Sorbus hibernica, NO,-,-,600,1318002,6326,41385,35059,6809,7254,9417,20199,33408,0.1529,0.847,8.0448,5.542,0.3957,0.7725,0.1269,0.2939,37.6335,27.95,0.0627,0.8767,0.134,0.7427,0.4488,0.169,0.8471,0.6043,0.5119,0.3765,0.1928,6326,966.9754,5359.02462,3238.43509,1219.34281,41385,6326,35059,21186,7977,1.1406,5.542,1.5271,9.654,0.6039,5.83,0.9847,0.7657,1e-4,0,1391,8336,50879,417797,42543,366918,900205
67,3500,1,29/06/2023,08:49:17,Sorbus hibernica, NO,-,-,600,840129,5785,35599,29814,6274,6751,9034,18601,30183,0.1625,0.837,5.6453,5.154,0.4299,0.8183,0.16,0.3633,28.2186,23.8458,0.047,1.009,0.164,0.845,0.4818,0.154,0.8375,0.5701,0.4775,0.3186,0.1521,5785,940.0889,4844.91109,2762.25259,880.1247,35599,5785,29814,16998,5416,0.9911,5.154,1.3263,6.774,0.4676,3.1678,0.8309,0.5008,1e-4,0,1180,7002,41405,312794,34403,271389,527335
68,3500,1,29/06/2023,08:49:26,Sorbus hibernica, NO,-,-,600,899689,5819,37216,31397,6315,6788,9050,19319,31879,0.1564,0.844,6.3035,5.396,0.43,0.83,0.1507,0.343,28.6949,22.8921,0.0478,0.9456,0.1479,0.7978,0.4548,0.136,0.8436,0.57,0.4809,0.2982,0.1434,5819,909.8442,4909.15582,2798.32983,834.4799,37216,5819,31397,17897,5337,1.0575,5.396,1.3257,7.564,0.4249,3.2142,0.8788,0.5071,1e-4,0,1243,7403,43869,323924,36465,280055,575765
69,3500,1,29/06/2023,08:49:36,Sorbus hibernica, NO,-,-,600,1017250,6850,40951,34101,7490,8126,11023,22373,34397,0.1673,0.833,4.6139,4.978,0.4552,0.8078,0.1865,0.4079,29.87,26.7662,0.0498,1.0761,0.18,0.8961,0.4882,0.172,0.8327,0.5448,0.4537,0.3528,0.16,6850,1145.82061,5704.17939,3107.59933,1096.30778,40951,6850,34101,18578,6554,0.9293,4.978,1.1968,5.537,0.5451,3.0179,0.7433,0.4797,1e-4,0,1347,7941,45843,356590,37902,310748,660660
70,3500,1,29/06/2023,08:49:45,Sorbus hibernica, NO,-,-,600,807880,5541,32145,26604,6036,6491,8632,17512,27156,0.1724,0.828,4.7029,4.801,0.45,0.8125,0.171,0.3873,30.4064,26.1705,0.0507,1.04,0.1793,0.8607,0.4734,0.161,0.8276,0.55,0.4552,0.3409,0.1552,5541,955.1308,4585.86916,2522.36594,859.9797,32145,5541,26604,14633,4989,0.9616,4.801,1.2224,5.643,0.5173,2.9195,0.7515,0.4653,1e-4,0,1052,6216,36247,272945,30031,236698,534935
71,3500,1,29/06/2023,08:49:56,Sorbus hibernica, NO,-,-,600,1044970,6574,40530,33956,7186,7780,10594,21959,34116,0.1622,0.838,4.9978,5.165,0.4531,0.8111,0.1749,0.3946,30.8138,26.8381,0.0514,1.0396,0.1686,0.871,0.4763,0.165,0.8378,0.5469,0.4582,0.3454,0.1583,6574,1066.30831,5507.69169,3012.23178,1040.35618,40530,6574,33956,18571,6414,0.9619,5.165,1.2071,5.997,0.5276,3.1642,0.778,0.5003,1e-4,0,1342,7931,45870,351005,37939,305135,693965
72,3500,1,29/06/2023,08:50:08,Sorbus hibernica, NO,-,-,600,1090814,6667,41581,34914,7307,7893,10719,22300,34606,0.1603,0.84,5.2309,5.237,0.4478,0.8002,0.1678,0.3869,31.2824,27.0275,0.0521,1.029,0.165,0.864,0.4771,0.173,0.8397,0.5522,0.4637,0.3618,0.1677,6667,1068.97114,5598.02886,3091.47031,1118.35514,41581,6667,34914,19281,6975,0.9718,5.237,1.2334,6.277,0.5668,3.5578,0.7978,0.5512,1e-4,0,1381,8164,47504,366189,39341,318685,724625
73,3500,1,29/06/2023,08:50:23,Sorbus hibernica, NO,-,-,600,1173475,6697,41642,34945,7287,7795,10388,21877,34442,0.1608,0.839,5.8621,5.218,0.4344,0.794,0.1454,0.3521,33.6202,27.249,0.056,0.9658,0.1553,0.8105,0.4584,0.167,0.8392,0.5656,0.4746,0.3643,0.1729,6697,1077.03302,5619.96698,3178.67069,1157.92709,41642,6697,34945,19765,7200,1.0354,5.218,1.302,7.034,0.573,4.0309,0.8472,0.6054,1e-4,0,1383,8222,48467,382755,40245,334288,790720
74,3500,1,29/06/2023,08:50:33,Sorbus hibernica, NO,-,-,500,1044351,6327,39784,33457,6933,7484,10124,21030,33322,0.159,0.841,5.4911,5.288,0.4395,0.8069,0.1647,0.3783,31.2543,26.9044,0.0625,1.0236,0.1628,0.8608,0.4825,0.166,0.841,0.5605,0.4714,0.3446,0.1624,6327,1006.20674,5320.79326,2982.51956,1027.6763,39784,6327,33457,18754,6462,0.9769,5.288,1.2755,6.589,0.5257,3.4641,0.8188,0.5396,1e-4,0,1323,7832,45915,351896,38084,305981,692455
75,3500,1,29/06/2023,08:50:42,Sorbus hibernica, NO,-,-,500,715472,5767,35599,29832,6419,7005,9844,20203,30819,0.162,0.838,4.0925,5.173,0.4839,0.8398,0.1964,0.4556,24.0228,22.615,0.048,1.1234,0.182,0.9414,0.4858,0.151,0.838,0.5161,0.4325,0.3105,0.1343,5767,934.2478,4832.75216,2494.13557,774.3549,35599,5767,29832,15396,4780,0.8902,5.173,1.0665,4.911,0.4503,2.2112,0.6912,0.3446,1e-4,0,1177,6887,38534,293477,31647,254943,421995
76,3500,1,29/06/2023,08:51:46,Carpinus betulus, NO,-,-,800,728810,7342,26036,18694,7986,8576,11349,19431,23156,0.282,0.718,0.7534,2.546,0.6467,0.8459,0.3156,0.7145,39.0255,43.1177,0.0488,1.5388,0.4339,1.1049,0.3904,0.17,0.718,0.3533,0.2537,0.436,0.1106,7342,2070.40114,5271.59886,1862.57144,812.1432,26036,7342,18694,6605,2880,0.6499,2.546,0.5464,0.904,0.7732,0.699,-0.0438,-0.1555,1e-4,0,732,4107,19393,134480,15286,115087,594330
77,3500,1,29/06/2023,08:51:56,Carpinus betulus, NO,-,-,600,914655,6975,32095,25120,7625,8176,11029,21976,27551,0.2173,0.783,1.7589,3.601,0.5972,0.8191,0.2193,0.538,36.4508,32.8359,0.0608,1.151,0.2501,0.9008,0.3629,0.163,0.7827,0.4028,0.3153,0.4491,0.1416,6975,1515.83191,5459.16809,2199.09721,987.5183,32095,6975,25120,10119,4544,0.8688,3.601,0.6746,2.111,0.8151,1.7204,0.3244,0.2356,1e-4,0,989,5719,28791,213235,23071,184444,701420
78,3500,1,29/06/2023,08:52:04,Carpinus betulus, NO,-,-,600,699620,6598,32242,25644,7115,7612,10024,21334,28420,0.2046,0.795,2.4606,3.887,0.5746,0.851,0.1938,0.4453,27.3215,21.1734,0.0455,0.9744,0.1994,0.775,0.3296,0.116,0.7954,0.4254,0.3383,0.3504,0.1185,6598,1350.21413,5247.78587,2232.21215,782.1337,32242,6598,25644,10908,3822,1.0263,3.887,0.7402,2.953,0.5394,1.5926,0.4702,0.2021,1e-4,0,1013,5939,31134,205755,25195,174621,493865
79,3500,1,29/06/2023,08:52:15,Carpinus betulus, NO,-,-,800,906154,6695,29371,22676,7212,7699,10070,20049,25771,0.2279,0.772,1.8057,3.387,0.5889,0.8412,0.2148,0.4961,40.0004,33.6981,0.05,1.0912,0.2487,0.8424,0.3463,0.134,0.7721,0.4111,0.3174,0.3862,0.1226,6695,1526.09802,5168.90198,2124.91199,820.6054,29371,6695,22676,9322,3600,0.9164,3.387,0.6981,2.167,0.6292,1.3632,0.3358,0.1346,1e-4,0,894,5199,26611,187454,21412,160843,718700
80,3500,1,29/06/2023,08:52:24,Carpinus betulus, NO,-,-,600,1004344,7477,40891,33414,8049,8592,11341,24690,35433,0.1829,0.817,3.8278,4.469,0.5151,0.8367,0.1625,0.3855,30.0971,22.5208,0.0502,0.9157,0.1674,0.7483,0.3628,0.122,0.8171,0.4849,0.3962,0.3369,0.1335,7477,1367.1842,6109.8158,2962.3848,998.0061,40891,7477,33414,16201,5458,1.092,4.469,0.9412,4.593,0.5081,2.3337,0.6621,0.368,1e-4,0,1322,7826,43335,312094,35508,268759,692250
81,3500,1,29/06/2023,08:52:36,Carpinus betulus, NO,-,-,500,673390,6744,30161,23417,7412,8025,11097,21753,26736,0.2236,0.776,1.3018,3.472,0.6409,0.8537,0.2618,0.6196,28.7958,27.8384,0.0576,1.2452,0.2784,0.9668,0.3471,0.141,0.7764,0.3591,0.2788,0.4074,0.1136,6744,1507.95849,5236.04151,1880.02891,765.83,30161,6744,23417,8408,3425,0.8031,3.472,0.5602,1.562,0.6873,1.0737,0.1937,0.0309,1e-4,0,920,5253,25099,171720,19845,146622,501670
82,3500,1,29/06/2023,08:52:45,Carpinus betulus, NO,-,-,600,903035,6196,28985,22789,6648,7048,9011,18236,24544,0.2138,0.786,2.7605,3.678,0.5283,0.8051,0.1755,0.4117,39.6654,30.9131,0.0661,0.9912,0.2119,0.7793,0.3676,0.152,0.7862,0.4717,0.3708,0.4132,0.1532,6196,1324.49253,4871.50747,2297.76795,949.3337,28985,6196,22789,10749,4441,1.0088,3.678,0.8928,3.313,0.704,2.3322,0.5202,0.3678,1e-4,0,901,5306,29042,219905,23736,190863,683130
83,3500,1,29/06/2023,08:52:54,Carpinus betulus, NO,-,-,600,900148,6654,30547,23893,7164,7655,10010,19822,26041,0.2178,0.782,2.2439,3.591,0.5511,0.8114,0.2055,0.4682,37.7136,32.039,0.0629,1.0861,0.2366,0.8495,0.3813,0.16,0.7822,0.4489,0.3511,0.4201,0.1475,6654,1449.42927,5204.57073,2336.20814,981.5342,30547,6654,23893,10725,4506,0.9207,3.591,0.8145,2.693,0.7246,1.951,0.4302,0.2903,1e-4,0,943,5511,29276,211293,23764,182017,688855
84,3500,1,29/06/2023,08:53:02,Carpinus betulus, NO,-,-,600,820962,6145,25022,18877,6780,7374,10212,17402,21315,0.2456,0.754,1.0855,3.072,0.5963,0.8036,0.3147,0.7182,43.5292,52.4217,0.0725,1.5963,0.392,1.2043,0.4861,0.236,0.7544,0.4037,0.3045,0.4865,0.1481,6145,1509.11298,4635.88702,1871.34921,910.3795,25022,6145,18877,7620,3707,0.6264,3.072,0.6769,1.303,0.9474,1.2341,0.1148,0.0913,1e-4,0,739,4153,20308,158217,16155,137909,662745
85,3500,1,29/06/2023,08:53:11,Carpinus betulus, NO,-,-,600,955126,6895,36777,29882,7414,7896,10300,21110,31331,0.1875,0.813,4.0506,4.334,0.4757,0.8177,0.1613,0.3798,32.0028,25.5527,0.0533,0.9827,0.1842,0.7985,0.4186,0.146,0.8125,0.5243,0.426,0.3476,0.1481,6895,1292.68361,5602.31639,2937.26963,1021.02319,36777,6895,29882,15667,5446,1.0176,4.334,1.1021,4.861,0.5328,2.5899,0.6867,0.4133,1e-4,0,1182,7000,40054,305756,33054,265702,649370
86,3500,1,29/06/2023,08:53:21,Carpinus betulus, NO,-,-,700,883430,7646,38235,30589,8366,9019,12289,25202,34220,0.2,0.8,2.2461,4.001,0.5739,0.8687,0.2135,0.506,28.9201,25.4948,0.0413,1.1019,0.2204,0.8816,0.3756,0.116,0.8,0.4261,0.3409,0.3081,0.105,7646,1529.00003,6116.99997,2606.25913,802.895,38235,7646,30589,13033,4015,0.9075,4.001,0.7424,2.695,0.4452,1.2,0.4306,0.0792,1e-4,0,1205,7005,36252,243655,29247,207403,639775
87,3500,1,29/06/2023,08:53:55,Carpinus betulus, NO,-,-,900,3304807,6815,36746,29931,7335,7797,10196,21759,28435,0.1855,0.815,3.9644,4.392,0.4993,0.7223,0.1544,0.3765,110.4538,83.2986,0.1227,0.9259,0.1717,0.7541,0.3776,0.209,0.8145,0.5007,0.4079,0.5545,0.2262,6815,1263.92601,5551.07399,2779.52444,1541.3777,36746,6815,29931,14987,8311,1.0801,4.392,1.0029,4.757,1.2449,5.9224,0.6774,0.7725,1e-4,0,1184,7019,39299,330967,32280,291668,2973840
88,3500,1,29/06/2023,08:54:05,Carpinus betulus, NO,-,-,600,873790,8248,41301,33053,9051,9774,13572,27991,37029,0.1997,0.8,2.0044,4.007,0.5973,0.8708,0.2187,0.5369,26.4754,23.7983,0.0441,1.1232,0.2243,0.8989,0.362,0.116,0.8003,0.4027,0.3223,0.321,0.1034,8248,1647.1636,6600.8364,2658.06833,853.1381,41301,8248,33053,13310,4272,0.8903,4.007,0.6742,2.405,0.4727,1.1369,0.3812,0.0557,1e-4,0,1301,7535,37885,248710,30350,210824,625080
89,3500,1,29/06/2023,08:54:16,Carpinus betulus, NO,-,-,600,802961,6634,33154,26520,7346,7984,11250,22262,29244,0.2001,0.8,1.8863,3.998,0.5893,0.8526,0.2406,0.5802,30.3169,29.8487,0.0505,1.2308,0.2463,0.9846,0.4044,0.145,0.79990000000000006,0.4107,0.3285,0.359,0.1179,6634,1327.44031,5306.55969,2179.45129,782.3774,33154,6634,26520,10892,3910,0.8124,3.998,0.697,2.264,0.56,1.2676,0.3548,0.103,1e-4,0,1042,5995,30293,206471,24298,176179,596490
90,3500,1,29/06/2023,08:54:33,Carpinus betulus, NO,-,-,700,618994,8260,35231,26971,9257,10129,14467,27243,32699,0.2345,0.766,0.8042,3.265,0.7038,0.9061,0.3233,0.7671,22.9894,25.0567,0.0328,1.4237,0.3338,1.0899,0.3228,0.102,0.7655,0.2962,0.2267,0.317,0.0719,8260,1936.57858,6323.42142,1872.80747,593.634,35231,8260,26971,7988,2532,0.7024,3.265,0.4208,0.965,0.4641,0.4479,-0.0154,-0.3488,1e-4,0,1053,5868,25889,147954,20021,122065,471040
91,3500,1,29/06/2023,08:55:01,Castanea sativa, NO,-,-,700,1095348,6476,43636,37160,6835,7174,8833,20116,36038,0.1484,0.852,12.1904,5.738,0.3671,0.7955,0.0912,0.2114,29.5163,17.0014,0.0422,0.6764,0.1004,0.576,0.3646,0.118,0.8516,0.6329,0.539,0.323,0.1741,6476,961.1004,5514.89962,3490.59309,1127.61591,43636,6476,37160,23520,7598,1.4785,5.738,1.7243,14.628,0.4772,6.9807,1.1652,0.8439,1e-4,0,1478,8965,56683,426198,47718,369515,669150
92,3500,1,29/06/2023,08:55:12,Castanea sativa, NO,-,-,900,1341789,7525,42445,34920,8057,8553,10994,23524,34028,0.1773,0.823,5.2059,4.641,0.4582,0.759,0.142,0.3311,38.4643,27.8002,0.0427,0.8785,0.1557,0.7228,0.3916,0.174,0.8227,0.5418,0.4458,0.4448,0.1983,7525,1334.09412,6190.90588,3354.47108,1492.23525,42445,7525,34920,18921,8417,1.1383,4.641,1.1826,6.247,0.8013,5.0059,0.7957,0.6995,1e-4,0,1384,8250,48080,381959,39831,333879,959830
93,3500,1,29/06/2023,08:55:25,Castanea sativa, NO,-,-,800,1364494,7016,42806,35790,7411,7804,9643,21134,33724,0.1639,0.836,8.7965,5.101,0.3945,0.7462,0.1098,0.2447,38.1647,23.6716,0.0477,0.7418,0.1216,0.6202,0.3756,0.157,0.8361,0.6055,0.5063,0.4191,0.2122,7016,1149.93823,5866.06177,3552.08971,1488.5603,42806,7016,35790,21672,9082,1.348,5.101,1.5351,10.556,0.7214,7.6146,1.0235,0.8816,1e-4,0,1423,8585,53044,425604,44459,372560,938890
94,3500,1,29/06/2023,08:55:39,Castanea sativa, NO,-,-,800,1626547,6913,43144,36231,7289,7636,9291,20426,33796,0.1602,0.84,10.5117,5.241,0.373,0.742,0.0958,0.2188,44.9336,26.3578,0.0562,0.6985,0.1119,0.5866,0.3678,0.151,0.8398,0.627,0.5266,0.4115,0.2167,6913,1107.6759,5805.3241,3640.12456,1497.83803,43144,6913,36231,22718,9348,1.4316,5.241,1.6812,12.614,0.6992,8.8194,1.1009,0.9454,1e-4,0,1440,8729,54989,444032,46260,389043,1182515
95,3500,1,29/06/2023,08:56:03,Castanea sativa, NO,-,-,600,1202803,7078,45352,38274,7505,7905,9821,22459,37003,0.1561,0.844,9.5218,5.407,0.4019,0.7819,0.1045,0.2389,31.4658,18.7051,0.0524,0.7044,0.1099,0.5945,0.3556,0.13,0.8439,0.5981,0.5048,0.3647,0.1841,7078,1104.64994,5973.35006,3572.86678,1303.01248,45352,7078,38274,22893,8349,1.4197,5.407,1.4884,11.426,0.5741,6.5592,1.0579,0.8168,1e-4,0,1521,9190,56506,432613,47317,376106,770190
96,3500,1,29/06/2023,08:56:13,Castanea sativa, NO,-,-,900,1480771,6983,40780,33797,7364,7745,9526,20790,31948,0.1712,0.829,7.8827,4.84,0.4085,0.7387,0.1127,0.2508,43.8534,26.9233,0.0487,0.7408,0.1268,0.6139,0.3631,0.16,0.8288,0.5915,0.4902,0.4418,0.2166,6983,1195.74029,5787.25971,3423.00564,1512.35547,40780,6983,33797,19990,8832,1.3499,4.84,1.4478,9.459,0.7915,7.4873,0.9759,0.8743,1e-4,0,1343,8094,49499,401506,41406,352006,1079265
